Workout Timestamp,Live/On-Demand,Instructor Name,Length (minutes),Fitness Discipline,Type,Title,Class Timestamp,Total Output,Avg. Watts,Avg. Resistance,Avg. Cadence (RPM),Avg. Speed (mph),Distance (mi),Calories Burned,Avg. Heartrate,Avg. Incline,Avg. Pace (min/mi)
2026-04-07 10:36 (-07),On Demand,Becs Gentry,5,Stretching,Post-Run Stretch,5 min Post-Run Stretch,2024-11-13 22:00 (-07),,,,,,,25,90.55,,
2026-04-08 05:19 (-07),,,5,Meditation,,5 min 1 sec Just Meditate,,,,,,,,,,,
2026-04-08 15:50 (-07),On Demand,Jermaine Johnson,15,Walking,Music,15 min 90s Walk,2026-04-07 06:49 (-07),181,,,,4.67,1.17,128,111.69,,
2026-04-08 16:06 (-07),On Demand,Jermaine Johnson,5,Walking,Cool Down,5 min Cool Down Walk,2024-09-30 21:00 (-07),52,,,,4.00,0.33,36,103.18,,
2026-04-08 16:12 (-07),On Demand,Jermaine Johnson,5,Stretching,Post-Run Stretch,5 min Post-Run Stretch,2025-01-15 22:00 (-07),,,,,,,17,80.62,,
2026-04-08 18:55 (-07),On Demand,Camila Ramon,10,Walking,Warm Up,10 min Warm Up Walk,2025-07-07 21:00 (-07),107,,,,3.96,0.66,76,105.60,,
2026-04-08 19:09 (-07),On Demand,Robin Arzon,5,Stretching,Pre & Post-Ride Stretch,5 min Pre-Ride Warm Up,2025-10-16 21:00 (-07),,,,,,,27,90.09,,
2026-04-08 19:17 (-07),On Demand,Matt Wilpers,5,Cycling,Warm Up,5 min Warm Up Ride,2026-03-16 21:00 (-07),46,154,38%,102,19.27,1.61,57,132.38,,
2026-04-08 19:23 (-07),On Demand,Matt Wilpers,10,Cycling,Power Zone,10 min FTP Warm Up Ride,2025-11-02 22:00 (-07),114,189,42%,104,20.73,3.47,136,144.75,,
2026-04-08 19:35 (-07),On Demand,Matt Wilpers,20,Cycling,Power Zone,20 min FTP Test Ride,2025-11-02 22:00 (-07),317,264,47%,109,23.74,7.93,363,173.65,,
2026-04-08 19:57 (-07),On Demand,Matt Wilpers,5,Cycling,Cool Down,5 min Cool Down Ride,2026-03-17 21:00 (-07),30,99,35%,89,16.13,1.35,61,135.26,,
2026-04-08 20:02 (-07),On Demand,Alex Toussaint,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2026-04-07 21:00 (-07),,,,,,,43,115.14,,
2026-04-09 03:04 (-07),,,5,Meditation,,5 min 1 sec Just Meditate,,,,,,,,,,,
2026-04-09 07:11 (MST),On Demand,Aditi Shah,10,Meditation,Daily Meditation,10 min Daily Meditation,2026-04-05 21:00 (MST),,,,,,,,64.78,,
2026-04-09 08:10 (-07),On Demand,Kirsten Ferguson,10,Walking,Hiking,Extra 10: Hike,2026-04-05 21:00 (-07),162,,,,4.69,0.78,110,127.31,,
2026-04-09 09:42 (-07),On Demand,Aditi Shah,30,Yoga,Morning,30 min Morning Slow Flow,2026-04-04 06:50 (-07),,,,,,,123,76.66,,
2026-04-09 10:21 (-07),On Demand,Susie Chan,5,Running,Warm Up,5 min Get to Know Me Warm Up Run,2025-02-09 22:00 (-07),88,,,,6.77,0.56,53,124.28,1.23,8:52
2026-04-09 10:27 (-07),On Demand,Susie Chan,30,Running,Intervals,30 min Intervals Run,2026-04-07 04:55 (-07),604,,,,7.79,3.88,461,156.16,1.00,7:42
2026-04-09 10:58 (-07),On Demand,Susie Chan,10,Walking,Cool Down,10 min Cool Down Walk,2025-06-09 21:00 (-07),111,,,,4.18,0.70,109,127.16,,
2026-04-09 11:09 (-07),On Demand,Susie Chan,5,Stretching,Post-Run Stretch,5 min Post-Run Stretch,2026-04-08 21:00 (-07),,,,,,,32,98.50,,
2026-04-09 13:20 (MST),On Demand,Kirra Michel,15,Meditation,Sleep,15 min Sleep Meditation,2026-03-14 21:00 (MST),,,,,,,,63.28,,
2026-04-09 18:55 (-07),On Demand,Matt Wilpers,5,Cycling,Warm Up,5 min Warm Up Ride,2026-03-16 21:00 (-07),45,148,38%,100,18.98,1.59,52,124.55,,
2026-04-09 19:01 (-07),On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,2026-04-04 04:55 (-07),777,216,52%,88,21.86,21.87,929,156.68,,
2026-04-09 20:01 (-07),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2025-06-12 21:00 (-07),,,,,,,46,116.47,,
2026-04-10 06:35 (-07),,,5,Meditation,,5 min 1 sec Just Meditate,,,,,,,,,,,
2026-04-10 07:22 (MST),On Demand,Aditi Shah,10,Meditation,Daily Meditation,10 min Daily Meditation,2026-04-05 21:00 (MST),,,,,,,,73.44,,
2026-04-10 08:56 (-07),On Demand,Denis Morton,20,Yoga,Flow,20 min Yoga Flow,2026-04-04 10:54 (-07),,,,,,,89,82.31,,
2026-04-10 09:17 (-07),On Demand,Denis Morton,10,Yoga,Flow,10 min Yoga Flow,2026-03-27 21:00 (-07),,,,,,,42,77.20,,
2026-04-10 09:34 (-07),On Demand,Susie Chan,5,Walking,Warm Up,5 min Warm Up Walk,2025-04-28 21:00 (-07),56,,,,4.13,0.35,36,101.41,,
2026-04-10 09:39 (-07),On Demand,Susie Chan,30,Running,Music,30 min 90s Rock Run,2026-04-10 05:24 (-07),627,,,,7.90,3.95,460,156.12,1.39,7:35
2026-04-10 10:11 (-07),On Demand,Robin Arzon,10,Walking,Cool Down,10 min Cool Down Walk,2026-03-02 22:00 (-07),120,,,,4.60,0.77,114,130.07,,
2026-04-10 10:22 (-07),On Demand,Susie Chan,5,Stretching,Post-Run Stretch,5 min Post-Run Stretch,2025-10-29 21:00 (-07),,,,,,,33,99.62,,
2026-04-10 10:42 (-07),On Demand,Denis Morton,5,Stretching,Pre & Post-Ride Stretch,5 min Pre-Ride Warm Up,2024-05-14 23:00 (-07),,,,,,,31,96.94,,
2026-04-10 10:47 (-07),On Demand,Denis Morton,5,Cycling,Warm Up,5 min Warm Up Ride,2026-02-09 22:00 (-07),42,140,39%,97,18.56,1.56,56,129.36,,
2026-04-10 10:53 (-07),On Demand,Denis Morton,45,Cycling,Power Zone,45 min Power Zone Endurance 2000s Ride,2026-04-06 21:00 (-07),504,187,43%,105,20.73,15.55,650,150.04,,
2026-04-10 11:38 (-07),On Demand,Denis Morton,5,Cycling,Cool Down,5 min Cool Down Ride,2026-03-10 21:00 (-07),21,69,31%,85,13.75,1.15,52,123.46,,
2026-04-10 11:44 (-07),On Demand,Denis Morton,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2026-03-12 21:00 (-07),,,,,,,33,99.31,,
2026-04-10 20:31 (MST),On Demand,Denis Morton,10,Meditation,Relaxation,10 min Relaxing Meditation,2026-04-07 21:00 (MST),,,,,,,,64.97,,
2026-04-10 20:55 (MST),On Demand,Kirra Michel,30,Meditation,Sleep,30 min Sleep Meditation,2026-01-25 20:00 (MST),,,,,,,,58.98,,
2026-04-10 22:48 (-07),On Demand,Denis Morton,20,Yoga,Yin Yoga,20 min Yin Yoga,2026-04-10 21:00 (-07),,,,,,,83,65.73,,
2026-04-11 05:49 (-07),,,5,Meditation,,5 min 1 sec Just Meditate,,,,,,,,,,,
2026-04-11 06:19 (MST),On Demand,Aditi Shah,10,Meditation,Daily Meditation,10 min Daily Meditation,2026-04-05 21:00 (MST),,,,,,,,,,
2026-04-11 12:01 (-07),On Demand,Susie Chan,5,Walking,Warm Up,5 min Warm Up Walk,2026-02-16 22:00 (-07),58,,,,4.47,0.37,38,104.64,,
2026-04-11 12:06 (-07),On Demand,Robin Arzon,5,Running,Warm Up,5 min Warm Up Run,2025-10-20 21:00 (-07),96,,,,7.35,0.61,66,139.96,1.00,8:10
2026-04-11 12:12 (-07),On Demand,Susie Chan,30,Running,Endurance,30 min Endurance Run,2026-04-11 03:54 (-07),600,,,,7.55,3.77,461,156.00,1.41,7:57
2026-04-11 12:43 (-07),On Demand,Jermaine Johnson,5,Walking,Cool Down,5 min Cool Down Walk,2024-09-30 21:00 (-07),52,,,,3.99,0.33,53,124.94,,
2026-04-11 12:48 (-07),On Demand,Jermaine Johnson,5,Stretching,Post-Run Stretch,5 min Post-Run Stretch,2025-01-15 22:00 (-07),,,,,,,36,103.46,,
2026-04-11 13:29 (-07),On Demand,Nico Sarani,45,Yoga,Slow Flow,45 min Slow Flow,2026-04-05 10:56 (-07),,,,,,,219,90.51,,
2026-04-11 14:31 (-07),On Demand,Matt Wilpers,5,Cycling,Warm Up,5 min Warm Up Ride,2025-06-30 21:00 (-07),60,199,44%,96,20.88,1.75,61,137.24,,
2026-04-11 14:36 (-07),On Demand,Matt Wilpers,30,Cycling,Power Zone,30 min Power Zone Ride,2026-04-09 21:00 (-07),395,219,47%,99,21.96,10.99,472,158.17,,
2026-04-11 15:06 (-07),On Demand,Matt Wilpers,5,Cycling,Cool Down,5 min Cool Down Ride,2025-05-06 21:00 (-07),21,71,28%,99,13.89,1.16,59,133.37,,
2026-04-11 15:12 (-07),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2025-06-12 21:00 (-07),,,,,,,39,107.52,,
2026-04-11 21:57 (MST),On Demand,Kirra Michel,15,Meditation,Relaxation,15 min Deep Relaxation Meditation,2026-04-11 21:00 (MST),,,,,,,,58.76,,
2026-04-12 01:18 (-07),,,5,Meditation,,5 min 1 sec Just Meditate,,,,,,,,,,,
2026-04-12 15:13 (MST),On Demand,Aditi Shah,30,Meditation,Sleep,30 min Sleep Meditation,2026-02-08 20:00 (MST),,,,,,,,62.03,,
2026-04-12 17:27 (MST),On Demand,Kirra Michel,60,Yoga,Flow,60 min Yoga Flow,2026-04-04 08:56 (MST),,,,,,,274,84.26,,
2026-04-13 05:57 (-07),,,5,Meditation,,5 min 1 sec Just Meditate,,,,,,,,,,,
2026-04-13 08:58 (-07),On Demand,Greta Dopp,20,Yoga,Flow,20 min Yoga Flow,2026-04-06 21:00 (-07),,,,,,,94,85.67,,
2026-04-13 14:09 (-07),On Demand,Emma Lovewell,5,Walking,Warm Up,5 min Warm Up Walk,2024-06-06 06:30 (-07),62,,,,4.41,0.37,37,102.45,,
2026-04-13 14:14 (-07),On Demand,Emma Lovewell,30,Walking,Music,30 min Pop Walk,2026-03-28 06:23 (-07),401,,,,4.88,2.44,282,117.82,,
2026-04-13 14:45 (-07),On Demand,Becs Gentry,15,Running,Intervals,15 min HIIT Run,2026-03-23 21:00 (-07),333,,,,8.55,2.14,238,159.26,1.00,7:01
2026-04-13 15:01 (-07),On Demand,Becs Gentry,5,Walking,Cool Down,5 min Cool Down Walk,2025-05-26 21:00 (-07),41,,,,3.14,0.26,48,119.16,,
2026-04-13 15:06 (-07),On Demand,Becs Gentry,5,Stretching,Post-Run Stretch,5 min Post-Run Stretch,2024-11-13 22:00 (-07),,,,,,,35,102.21,,
2026-04-14 06:05 (-07),,,5,Meditation,,5 min 1 sec Just Meditate,,,,,,,,,,,
2026-04-14 08:33 (MST),On Demand,Anna Greenberg,10,Meditation,Daily Meditation,10 min Daily Meditation,2026-04-12 21:00 (MST),,,,,,,,72.83,,
2026-04-14 09:39 (-07),On Demand,Zacharias Niedzwiecki,30,Yoga,Flow,30 min Yoga Flow,2026-04-08 21:00 (-07),,,,,,,143,87.36,,
2026-04-14 10:10 (-07),On Demand,Chelsea Jackson Roberts,5,Meditation,Morning,5 min Morning Meditation,2026-04-08 21:00 (-07),,,,,,,,66.98,,
2026-04-14 10:32 (-07),On Demand,Olivia Amato,10,Walking,Warm Up,10 min Warm Up Walk,2026-04-13 21:00 (-07),128,,,,4.78,0.79,75,105.36,,
2026-04-14 10:43 (-07),On Demand,Becs Gentry,60,Running,Endurance,60 min Endurance Run,2026-01-17 05:26 (-07),1223,,,,7.71,7.71,901,153.69,1.38,7:47
2026-04-14 11:44 (-07),On Demand,Alex Toussaint,5,Walking,Cool Down,5 min Cool Down Walk,2026-04-13 21:00 (-07),54,,,,4.20,0.35,54,126.99,,
2026-04-14 11:49 (-07),On Demand,Andy Speer,5,Stretching,Post-Run Stretch,5 min Post-Run Stretch,2025-08-06 21:00 (-07),,,,,,,35,101.86,,
2026-04-14 19:37 (-07),On Demand,Zacharias Niedzwiecki,10,Yoga,Focus Flow,10 min Focus Flow: For Runners,2026-04-03 03:57 (-07),,,,,,,49,88.11,,
2026-04-15 08:14 (-07),,,5,Meditation,,5 min 1 sec Just Meditate,,,,,,,,,,,
2026-04-15 10:03 (-07),On Demand,Zacharias Niedzwiecki,30,Yoga,Power,30 min Power Flow,2026-04-12 21:00 (-07),,,,,,,238,108.45,,
2026-04-15 10:44 (MST),On Demand,Anna Greenberg,10,Meditation,Daily Meditation,10 min Daily Meditation,2026-04-12 21:00 (MST),,,,,,,,77.24,,
2026-04-15 11:54 (-07),On Demand,Alex Toussaint,5,Cycling,Warm Up,5 min Warm Up Ride,2026-04-06 21:00 (-07),64,213,50%,86,21.80,1.82,58,131.56,,
2026-04-15 11:59 (-07),On Demand,Charlotte Weidenbach,30,Cycling,Music,30 min Metal Ride,2026-04-11 01:55 (-07),447,248,60%,75,23.10,11.55,494,163.01,,
2026-04-15 12:30 (-07),On Demand,Denis Morton,30,Cycling,Power Zone,30 min Power Zone Endurance Ride,2026-03-31 17:25 (-07),342,190,50%,86,20.87,10.43,441,151.62,,
2026-04-15 13:00 (-07),On Demand,Hannah Frankson,5,Cycling,Cool Down,5 min Cool Down Ride,2026-04-14 21:00 (-07),27,91,37%,80,15.28,1.28,53,125.46,,
2026-04-15 13:05 (-07),On Demand,Hannah Frankson,10,Stretching,Pre & Post-Ride Stretch,10 min Power Zone Post-Ride Stretch,2026-04-09 21:00 (-07),,,,,,,66,99.87,,
2026-04-15 21:43 (-07),On Demand,Nico Sarani,30,Yoga,Yin Yoga,30 min Yin Yoga,2026-04-11 21:00 (-07),,,,,,,130,68.39,,
2026-04-16 05:59 (-07),,,5,Meditation,,5 min 1 sec Just Meditate,,,,,,,,,,,
2026-04-16 06:06 (MST),On Demand,Anna Greenberg,10,Meditation,Daily Meditation,10 min Daily Meditation,2026-04-12 21:00 (MST),,,,,,,,69.14,,
2026-04-16 06:39 (-07),On Demand,Zacharias Niedzwiecki,20,Yoga,Slow Flow,20 min Slow Flow,2026-04-14 21:00 (-07),,,,,,,89,84.36,,
2026-04-16 19:35 (-07),On Demand,Christian Vande Velde,10,Cycling,Warm Up,10 min Warm Up Ride,2025-04-14 21:00 (-07),107,179,42%,101,20.40,3.40,108,126.77,,
2026-04-16 19:46 (-07),On Demand,Christian Vande Velde,45,Cycling,Power Zone,45 min Power Zone Max Ride,2026-04-07 21:00 (-07),515,191,43%,103,20.61,15.46,619,145.54,,
2026-04-16 20:31 (-07),On Demand,Sam Yo,30,Cycling,Power Zone,30 min Power Zone Endurance Classic Rock,2026-04-14 21:00 (-07),339,188,45%,100,20.81,10.41,413,145.62,,
2026-04-16 21:01 (-07),On Demand,Sam Yo,5,Cycling,Cool Down,5 min Cool Down Ride,2026-03-05 22:00 (-07),29,97,40%,75,15.76,1.32,49,119.31,,
2026-04-16 21:07 (-07),On Demand,Sam Yo,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2026-03-24 21:00 (-07),,,,,,,26,91.74,,
2026-04-16 23:03 (-07),On Demand,Kirra Michel,20,Yoga,Yin Yoga,20 min Yin Yoga,2026-04-13 21:00 (-07),,,,,,,94,75.15,,
2026-04-17 00:02 (-07),,,5,Meditation,,5 min 1 sec Just Meditate,,,,,,,,,,,
2026-04-17 00:07 (MST),On Demand,Kirra Michel,15,Meditation,Relaxation,15 min Deep Relaxation Meditation,2026-04-11 21:00 (MST),,,,,,,,66.01,,
2026-04-17 06:57 (-07),On Demand,Chelsea Jackson Roberts,30,Yoga,Morning,30 min Morning Yoga Flow,2026-04-16 03:25 (-07),,,,,,,112,80.43,,
2026-04-17 08:22 (-07),On Demand,Jess Sims,5,Running,Warm Up,5 min Get to Know Me Warm Up Run,2025-09-07 21:00 (-07),100,,,,7.68,0.64,61,133.18,1.00,7:49
2026-04-17 08:27 (-07),On Demand,Adrian Williams,30,Running,Live DJ,30 min Live DJ Run,2026-04-16 14:25 (-07),610,,,,7.76,3.87,461,155.96,1.25,7:44
2026-04-17 08:58 (-07),On Demand,Alex Toussaint,5,Walking,Cool Down,5 min Cool Down Walk,2026-04-13 21:00 (-07),54,,,,4.20,0.35,57,130.46,,
2026-04-17 09:04 (-07),On Demand,Adrian Williams,5,Stretching,Post-Run Stretch,5 min Post-Run Stretch,2026-04-01 21:00 (-07),,,,,,,33,99.40,,
2026-04-17 10:33 (MST),On Demand,Anna Greenberg,10,Meditation,Daily Meditation,10 min Daily Meditation,2026-04-12 21:00 (MST),,,,,,,,76.41,,
2026-04-18 06:05 (-07),,,5,Meditation,,5 min 1 sec Just Meditate,,,,,,,,,,,
2026-04-18 08:02 (-07),On Demand,Kirra Michel,20,Yoga,Flow,20 min Yoga Flow,2026-03-27 08:55 (-07),,,,,,,103,90.22,,
2026-04-18 12:20 (-07),On Demand,Robin Arzon,5,Cycling,Warm Up,5 min Warm Up Ride,2026-04-13 21:00 (-07),68,225,49%,94,22.17,1.86,58,133.08,,
2026-04-18 12:26 (-07),On Demand,Emma Lovewell,30,Cycling,Music,30 min 90s Ride,2026-04-18 09:23 (-07),440,245,56%,82,22.98,11.50,491,162.35,,
2026-04-18 12:57 (-07),On Demand,Sam Yo,60,Cycling,Power Zone,60 min Power Zone Endurance 80s Ride,2026-04-11 03:54 (-07),707,196,49%,91,21.14,21.14,887,152.17,,
2026-04-18 13:57 (-07),On Demand,Olivia Amato,5,Cycling,Cool Down,5 min Cool Down Ride,2026-04-16 21:00 (-07),33,111,38%,88,16.93,1.41,54,124.06,,
2026-04-18 14:02 (-07),On Demand,Ally Love,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2026-04-16 21:00 (-07),,,,,,,33,101.14,,
2026-04-18 21:06 (-07),On Demand,Denis Morton,30,Yoga,Yin Yoga,30 min Yin Yoga,2026-02-07 11:53 (-07),,,,,,,130,69.33,,
2026-04-19 06:06 (-07),,,5,Meditation,,5 min 1 sec Just Meditate,,,,,,,,,,,
2026-04-19 06:15 (MST),On Demand,Anna Greenberg,10,Meditation,Daily Meditation,10 min Daily Meditation,2026-04-12 21:00 (MST),,,,,,,,71.35,,
2026-04-19 15:25 (MST),On Demand,Kirra Michel,15,Meditation,Relaxation,15 min Deep Relaxation Meditation,2026-04-11 21:00 (MST),,,,,,,,62.59,,
2026-04-19 19:00 (-07),On Demand,Greta Dopp,30,Yoga,Flow,30 min Yoga Flow,2026-04-19 10:57 (-07),,,,,,,137,83.46,,
2026-04-20 06:00 (-07),,,5,Meditation,,5 min 1 sec Just Meditate,,,,,,,,,,,
2026-04-20 08:28 (MST),On Demand,Chelsea Jackson Roberts,10,Meditation,Daily Meditation,10 min Daily Meditation,2026-04-19 21:00 (MST),,,,,,,,69.85,,
2026-04-20 14:00 (-07),On Demand,Cody Rigsby,10,Cycling,Warm Up,10 min Warm Up Ride,2026-03-30 21:00 (-07),133,221,51%,87,22.14,3.70,132,142.44,,
2026-04-20 14:10 (-07),On Demand,Denis Morton,30,Cycling,Power Zone,30 min Power Zone Ride,2026-04-14 11:55 (-07),383,212,51%,87,21.57,10.79,436,150.43,,
2026-04-20 14:41 (-07),On Demand,Ben Alldis,45,Cycling,Power Zone,45 min Power Zone Endurance Rock Ride,2026-03-30 10:25 (-07),533,197,51%,87,21.20,15.90,646,149.36,,
2026-04-20 15:26 (-07),On Demand,Emma Lovewell,5,Cycling,Cool Down,5 min Cool Down Ride,2026-03-19 21:00 (-07),23,75,34%,82,14.36,1.20,46,117.32,,
2026-04-20 15:32 (-07),On Demand,Bradley Rose,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2026-04-02 21:00 (-07),,,,,,,31,98.17,,
2026-04-20 21:30 (-07),On Demand,Anna Greenberg,20,Yoga,Evening,20 min Evening Slow Flow,2026-04-16 21:00 (-07),,,,,,,85,79.83,,
2026-04-20 22:17 (-07),On Demand,Aditi Shah,45,Yoga,Yin Yoga,45 min Yin Yoga,2025-12-16 22:00 (-07),,,,,,,193,75.57,,
2026-04-21 07:14 (-07),,,5,Meditation,,5 min 1 sec Just Meditate,,,,,,,,,,,
2026-04-21 10:34 (-07),On Demand,Nico Sarani,15,Yoga,Flow,15 min Yoga Flow,2026-04-20 09:25 (-07),,,,,,,62,76.80,,
2026-04-21 10:51 (MST),On Demand,Chelsea Jackson Roberts,10,Meditation,Daily Meditation,10 min Daily Meditation,2026-04-19 21:00 (MST),,,,,,,,58.87,,
2026-04-21 11:30 (-07),On Demand,Joslyn Thompson Rule,5,Running,Warm Up,5 min Warm Up Run,2025-03-10 22:00 (-07),93,,,,6.98,0.58,73,136.61,1.50,8:35
2026-04-21 11:35 (-07),On Demand,Becs Gentry,30,Running,Endurance,30 min Endurance Run,2026-04-16 03:24 (-07),627,,,,7.69,3.84,436,150.34,1.94,7:48
2026-04-21 12:07 (-07),On Demand,Alex Toussaint,5,Walking,Cool Down,5 min Cool Down Walk,2026-04-13 21:00 (-07),54,,,,4.19,0.35,50,121.44,,
2026-04-21 12:13 (-07),On Demand,Camila Ramon,5,Stretching,Post-Run Stretch,5 min Post-Run Stretch,2026-04-20 21:00 (-07),,,,,,,33,99.11,,
2026-04-21 13:05 (-07),On Demand,Zacharias Niedzwiecki,10,Yoga,Focus Flow,10 min Focus Flow: For Runners,2026-02-06 05:57 (-07),,,,,,,48,87.15,,
2026-04-21 13:30 (-07),On Demand,Camila Ramon,5,Cycling,Warm Up,5 min Warm Up Ride,2026-04-20 21:00 (-07),59,196,47%,90,21.00,1.76,56,130.60,,
2026-04-21 13:36 (-07),On Demand,Denis Morton,30,Cycling,Music,30 min 90s Rock Ride,2026-04-17 11:25 (-07),429,238,53%,85,22.76,11.39,464,156.50,,
2026-04-21 14:06 (-07),On Demand,Robin Arzon,5,Cycling,Cool Down,5 min Cool Down Ride,2026-04-07 21:00 (-07),23,78,32%,88,14.54,1.22,54,126.69,,
2026-04-21 14:11 (-07),On Demand,Ben Alldis,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2026-03-26 21:00 (-07),,,,,,,36,103.80,,
2026-04-21 21:25 (-07),On Demand,Zacharias Niedzwiecki,20,Yoga,Evening,20 min Evening Yoga Flow,2026-04-07 21:00 (-07),,,,,,,93,83.31,,
2026-04-21 21:47 (-07),On Demand,Denis Morton,30,Yoga,Yin Yoga,30 min Yin Yoga,2026-02-07 11:53 (-07),,,,,,,130,63.97,,
2026-04-22 05:58 (-07),,,5,Meditation,,5 min 1 sec Just Meditate,,,,,,,,,,,
2026-04-22 08:03 (MST),On Demand,Chelsea Jackson Roberts,10,Meditation,Daily Meditation,10 min Daily Meditation,2026-04-19 21:00 (MST),,,,,,,,73.91,,
2026-04-22 15:40 (MST),On Demand,Joslyn Thompson Rule,30,Walking,Music,30 min 90s Walk,2026-04-20 10:25 (MST),0,,,,4.83,2.35,321,125.76,,
2026-04-22 16:12 (MST),On Demand,Olivia Amato,5,Walking,Cool Down,5 min Cool Down Walk,2025-11-10 22:00 (MST),0,,,,3.98,0.31,49,118.52,,
2026-04-22 16:17 (MST),On Demand,Jess Sims,5,Stretching,Post-Run Stretch,5 min Post-Run Stretch,2025-11-12 22:00 (MST),,,,,,,19,83.00,,
2026-04-22 16:30 (MST),,,50,Yoga,,50 min 45 sec Just Yoga,,,,,,,,268,91.56,,
2026-04-22 23:09 (-07),On Demand,Tunde Oyeneyin,5,Cycling,Warm Up,5 min Warm Up Ride,2026-02-23 22:00 (-07),63,207,47%,92,21.58,1.82,53,125.38,,
2026-04-22 23:14 (-07),On Demand,Erik Jager,30,Cycling,Power Zone,30 min Power Zone Ride,2026-04-20 09:54 (-07),348,193,44%,102,20.77,10.39,395,141.86,,
2026-04-22 23:45 (-07),On Demand,Ally Love,10,Cycling,Cool Down,10 min Cool Down Ride,2026-04-09 21:00 (-07),70,116,43%,74,17.20,2.87,96,118.94,,
2026-04-22 23:55 (-07),On Demand,Denis Morton,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2026-04-21 21:00 (-07),,,,,,,25,89.77,,
2026-04-23 01:10 (MST),On Demand,Denis Morton,20,Meditation,Sleep,20 min Sleep Meditation,2026-04-19 19:00 (MST),,,,,,,,61.85,,
2026-04-23 05:38 (-07),,,5,Meditation,,5 min 1 sec Just Meditate,,,,,,,,,,,
2026-04-23 21:14 (-07),On Demand,Chelsea Jackson Roberts,20,Yoga,Slow Flow,20 min Slow Flow,2026-04-22 21:00 (-07),,,,,,,82,79.06,,
2026-04-23 21:35 (MST),On Demand,Chelsea Jackson Roberts,10,Meditation,Daily Meditation,10 min Daily Meditation,2026-04-19 21:00 (MST),,,,,,,,60.86,,
2026-04-24 03:24 (-07),,,5,Meditation,,5 min 1 sec Just Meditate,,,,,,,,,,,
2026-04-24 10:31 (MST),On Demand,Denis Morton,20,Meditation,Sleep,20 min Sleep Meditation,2026-04-19 19:00 (MST),,,,,,,,58.15,,
2026-04-24 18:51 (MST),,,35,Cycling,,35 min 13 sec Outdoor Cycling,,0,0,0%,0,6.50,3.47,209,84.93,,
2026-04-24 22:35 (-07),On Demand,Aditi Shah,45,Yoga,Yin Yoga,45 min Yin Yoga,2025-12-16 22:00 (-07),,,,,,,191,71.59,,
2026-04-25 05:50 (-07),,,5,Meditation,,5 min 1 sec Just Meditate,,,,,,,,,,,
2026-04-25 06:24 (MST),On Demand,Chelsea Jackson Roberts,10,Meditation,Daily Meditation,10 min Daily Meditation,2026-04-19 21:00 (MST),,,,,,,,62.55,,
2026-04-25 18:10 (MST),On Demand,Kirra Michel,30,Yoga,Flow,30 min Yoga Flow,2026-04-24 08:56 (MST),,,,,,,130,78.77,,
2026-04-25 19:24 (-07),On Demand,Denis Morton,5,Cycling,Warm Up,5 min Warm Up Ride,2023-09-05 08:00 (-07),59,196,41%,106,21.09,1.77,54,126.44,,
2026-04-25 19:30 (-07),On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,2026-04-18 04:54 (-07),757,210,48%,94,21.58,21.59,891,152.29,,
2026-04-25 20:30 (-07),On Demand,Hannah Corbin,5,Cycling,Cool Down,5 min Cool Down Ride,2026-04-23 21:00 (-07),37,122,48%,67,17.54,1.47,59,132.52,,
2026-04-25 20:36 (-07),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2025-06-12 21:00 (-07),,,,,,,35,103.07,,
2026-04-26 06:23 (-07),,,5,Meditation,,5 min 1 sec Just Meditate,,,,,,,,,,,
2026-04-26 09:45 (-07),On Demand,Matty Maggiacomo,10,Walking,Warm Up,10 min Warm Up Walk,2025-03-17 21:00 (-07),124,,,,4.28,0.71,72,101.91,,
2026-04-26 09:56 (-07),On Demand,Andy Speer,5,Running,Warm Up,5 min Warm Up Run,2024-10-21 21:00 (-07),95,,,,7.31,0.61,59,131.08,0.98,8:12
2026-04-26 10:02 (-07),On Demand,Andy Speer,30,Running,Endurance,30 min Endurance Run,2026-04-25 04:23 (-07),588,,,,7.50,3.75,442,152.06,1.15,8:00
2026-04-26 10:33 (-07),On Demand,Kirsten Ferguson,5,Walking,Cool Down,5 min Cool Down Walk,2025-11-03 22:00 (-07),64,,,,4.93,0.41,59,132.42,,
2026-04-26 10:39 (-07),On Demand,Jon Hosking,5,Stretching,Post-Run Stretch,5 min Post-Run Stretch,2026-04-22 21:00 (-07),,,,,,,36,103.75,,
